Gene ID	Gene Name	DesignElementAccession	H_Myb29KO-1	H_WT-2	H_Myb29KO-2	H_Myb29KO-3	H_Myb28KO-2	H_WT-1	H_Myb28KO-3	H_WT-3	H_Myb28KO-1
AT1G01610	GPAT4	259430_at	7.46884389328617	9.48049168370462	8.95266171629838	9.11090845813395	9.72821432371337	7.47326710779658	8.9516151633303	9.10275449950593	7.67947396135081
AT1G01620	PIP1-3	259431_at	10.8216675711061	10.9333446737662	11.6151405909225	12.1445391721869	11.5923459636127	10.9983452226616	11.8163062137943	12.1343254217099	11.538163074755
AT1G01630		261563_at	8.90253466147042	9.12817209360905	9.24150987351029	9.56260776753163	9.07281400986767	9.28328106997909	9.60432614077538	9.31413666579938	8.95350729661939
AT1G01640		261586_at	5.88389777115751	7.47675470507302	6.9959355633272	7.05359146133368	6.71407211653448	5.2611181842058	6.71507575514561	6.75370710006309	5.6411388626085
AT1G01650	SPPL4	257484_at	10.3203966388625	10.0041100805417	9.89496805780883	8.7889556597702	9.90521492348635	9.51126834943009	8.63168072923981	8.85580997177993	10.0313150960949
AT1G01660		261587_at	4.47259638032146	4.40984482098478	4.09793082001098	4.38899190164276	4.29284253923477	4.3041473968331	4.27319757325899	3.94995460982625	4.11870985509948
AT1G01670	PUB56	261588_at	7.00996264906297	6.24526653657454	6.0746086075396	6.11340695863518	5.95104426291675	6.82079462899532	5.95283395770574	5.81026932084825	6.7216301906715
AT1G01700	ATROPGEF2	261590_at	3.84925531159578	3.61641725809094	3.66534874593449	3.53171438211939	3.69896769625169	3.74510842287062	3.69964850836668	3.69964850836668	3.80622763623455
AT1G01710		261560_at	9.29702901280402	8.59785924797445	8.59785924797445	8.52964607448839	8.58016165523584	8.65243449981817	8.46677687798345	8.51280174255401	9.10889891705153
AT1G01720	NAC002	261564_at	6.98454476138003	7.73226752033682	6.69914887008432	7.63845744980094	7.51432191281807	7.48517252400457	8.19011080942338	7.95413507848474	7.39135443912828
AT1G01725		261535_at	6.82380793360223	7.79013897505642	7.75968146265384	7.24754922018814	7.74421383350004	5.77461097096746	6.98997749652614	7.58683310320133	6.44676152463439
AT1G01730		261561_at	8.76272062760639	8.58006763749264	8.34163425116179	8.19287938452768	8.35901918234578	8.20326634173727	8.29906624513382	8.29906624513382	8.29906624513382
AT1G01740	BSK4	261591_at	7.22502698103622	7.0124995077005	6.93226008964528	6.32220568782067	7.01654837333502	6.73037112681873	6.06397671030031	6.13530919417011	7.45568772187715
AT1G01750	ADF11	261562_at	3.84744130349393	3.76051470689566	3.76051470689566	3.84940586803397	3.76051470689566	3.72964978093102	3.75227815405784	3.81352791998824	3.80622763623455
AT1G01760		261592_at	5.27927524670923	5.55126588886772	5.58572511538678	5.86342896297389	5.42162025104687	5.35584742827787	5.93629450776378	5.69658653574261	5.78274771650375
AT1G01770		261558_at	7.57084284721159	7.3515491771456	7.43926689216455	7.33529841268153	7.06879570302583	7.59575106153499	7.20429225563478	7.26826017204973	7.89924068758407
AT1G01780	PLIM2B	261559_at	7.22320607498828	6.5852510145564	6.80632300598893	6.27580380207051	6.5041045365013	6.40883606322267	6.27030362791956	6.17121209436918	7.14055458588591
AT1G01790	KEA1	261536_at	10.281784537848	9.78775828520337	9.92708980260759	10.0627405906622	10.0247888512001	10.4558641462995	9.97260637267575	10.0627405906622	10.4411847350337
AT1G01800		261537_at	10.2477310859368	10.2226764727328	10.1742559337899	10.2674437066933	9.88730830134238	10.3815229944535	10.3285964690429	10.4242701790475	9.96741642789038
AT1G01820	PEX11C	261534_at	8.71449400299893	10.3588646421724	10.2721723454356	9.80343762170277	10.1864840821775	8.22406510435171	9.67391177571452	9.83948546307585	8.62588263315697
AT1G01830		261538_at	6.2485913148838	6.70041224731413	6.42038453454254	5.87441879931074	6.66777689646926	6.59773162592093	6.08376366107895	6.20330312681295	6.36854820713944
AT1G01840		261539_at	4.73118323440301	4.40896976460673	4.4687387247931	4.99423656243285	4.658981047898	5.16798011871548	4.76030823037845	4.86635925104521	4.89206063904501
AT1G01860	PFC1	261652_at	6.93180208960692	7.77709409612207	8.29085044391725	8.37231879043168	8.11622107439806	6.81661242222119	8.20482679292657	8.3863675342536	6.84719616465431
AT1G01900	SBTI1.1	261653_at	6.9184655807514	6.63054501481576	6.5908622235296	6.97286163775613	7.01991420611505	7.81930431683806	7.12604714230102	6.95974913789629	7.28527704475032
AT1G01910		261627_at	8.29145000369004	8.93266441875148	9.0488374552814	8.79373688012149	9.04996749076947	8.11509828283757	8.75997944078897	8.7307826396153	8.52570756691197
AT1G01920		261654_at	6.18813257883878	5.98637448335995	5.98767359520886	6.10713293727428	6.01976278263881	6.00236170778384	5.83551689003713	6.00885219922048	5.92388121401478
AT1G01930		261625_at	6.73855945869881	7.34847645609741	7.25575213060561	7.38541806096839	7.48661708713363	6.78181594881398	7.34847645609741	7.5224904974458	7.09891623389121
AT1G01940	CYP18-1	261655_at	6.90492392174916	7.95377218184877	7.77764687298712	7.10529685081895	8.05765374376693	7.0037069684915	7.28012410744802	7.13342149780711	7.31942675831603
AT1G01950	ARK2	261656_at	6.22240809141517	5.97595836467963	6.30562170429506	6.52786141311795	6.21027373571705	6.31825111937512	6.4541910063497	6.47871096199601	6.17490571075395
AT1G01960	BIG3	261621_at	9.15778777229392	9.07896488436451	9.22349978849333	8.9351448632283	9.16276164001053	9.18012385680646	8.92355719114599	8.82143915166217	9.49824266583746
AT1G01970		261622_at	8.2794520490079	8.47122917733113	8.77985449559612	9.09729185770151	8.77985449559612	8.71680047315974	9.10430804133806	9.06910253456321	8.3928089148004
AT1G01980	SEC1A	261623_at	4.93939477876393	4.17362598448286	5.26284724835793	4.39284778898349	4.4867284840705	4.13722627991246	4.36232166829481	4.1619419759236	4.24434764648058
AT1G01990		261626_at	7.22492209318091	8.35732682217216	8.45637228782892	8.13806024802273	8.32317225864192	7.04029206172137	8.06787885980768	8.30122716041197	7.26810064783333
AT1G02000	GAE2	261624_at	7.14882324899537	6.96050373188499	7.37009719229725	7.05437572886876	7.00119590175876	6.67726120430545	7.01991420611505	7.03377920076757	6.91683267472283
AT1G02020		264169_at	7.95413891553869	7.4148130976713	7.35472331831059	7.55643838594453	7.55643838594453	8.29617431804525	7.55643838594453	7.52958513031762	7.96103522437207
AT1G02050	PKSA	264175_at	5.35473785333777	5.09919785363352	5.40273647795071	5.69701530519588	5.16125034995384	5.42496003065643	6.56195646376884	5.39643006220335	5.58155304823243
AT1G02060		264167_at	4.44110191935563	4.63423454446083	4.7315478258727	4.77012857242013	4.84600063636747	4.36986419351223	4.7315478258727	4.7315478258727	4.84583227986974
AT1G02070		264151_at	3.85693563172166	4.08885784328109	4.18470233094253	4.25527030225377	4.10184012427545	3.97021494076982	4.25328862063635	4.1163871087303	4.35316195318975
AT1G02080		264168_at	9.83875987353062	9.32818419956255	9.21835348318552	9.36569010049268	9.31405964778048	9.54781442283844	9.36569010049268	9.23496295124141	9.79517720172356
AT1G02090	CSN7	264150_at	6.35977970165146	7.97182486730878	8.14414981141593	8.0747186117335	8.20341354921534	6.81577488144149	8.10695521722936	8.09326820342441	6.63851895321168
AT1G02100	LCMT1	264171_at	7.53889157076568	8.19432647212191	8.10006136560874	8.07763388858184	8.09704925413819	7.17355298059209	8.08885303815331	8.19087218578094	7.73446165267659
AT1G02110		264176_at	6.0606867384208	6.28713408635754	6.58204514186026	7.0155988000977	6.60919788367788	7.07600303047238	7.18837198662574	6.92751756339378	6.79268705625204
AT1G02120	VAD1	264172_at	9.4478708096388	9.7823051142135	9.41287875045779	9.08117895785326	9.49528154109699	9.19953574873332	9.23624559088486	9.22143609326994	9.12770825413313
AT1G02130	RABD2A	264122_at	7.54279218893289	8.61185151065044	8.62341461944631	8.80385683151725	8.66101738322762	7.84926600910665	8.90557772630192	8.80425562812148	7.79004890911991
AT1G02140	MEE63	264152_at	9.41017466187735	10.6598558173116	10.5467101824986	10.3797050728085	10.5880896436147	9.59537211534547	10.4332764015506	10.371525053487	9.21081780699508
AT1G02150		264177_at	9.4287533899833	10.2029904511817	10.5305765582966	10.836117922836	10.5305765582966	9.91702733019647	10.7759314264737	10.7286288726828	9.68284327693512
AT1G02160		264173_at	9.90405053815329	9.57535673082038	9.39728255510069	9.04136094913186	9.26263530776218	9.55106400801243	9.13773353000093	9.36174168620103	9.61334729170408
AT1G02170	AMC1	264178_at	8.67947718063089	8.75156689231931	8.37651148740279	8.27749471045249	8.38843438240067	8.57233071473274	8.32696398817531	8.28350190305156	8.37651148740279
AT1G02180		264179_at	6.03483905030825	5.91645971937005	6.27279530517312	6.64642346355253	5.97421629791304	6.76700990321312	6.45624150912667	6.44699418115772	6.39257328559112
AT1G02190		264180_at	4.25096776751276	4.22838174277607	4.11270181836983	4.31786345730678	4.20050670740066	4.07895458042058	4.57644508161978	4.2476869585224	4.27262510939096
AT1G02205	CER1	264146_at	8.93832964333003	8.24740286654328	8.35608701950018	7.79306588224705	8.8714269151652	11.3038239593592	8.87316057454504	8.49590284171573	9.85693216768144
AT1G02220	NAC003	264148_at	4.28917264958821	3.88207423883622	3.77350191572366	3.59483031965483	3.880845902162	4.14991131749944	3.88881289483306	3.53552534826416	4.02225616957969
AT1G02250	NAC005	264149_at	3.51494399507045	3.60143093758371	3.54446068581669	3.78815239207163	3.37749853376071	3.64971021262883	3.57397278703433	3.52871132177687	3.80622763623455
AT1G02260		264170_at	8.85952645553979	8.8003304849795	8.58072777829888	8.19117306883512	8.44300490247415	8.77341098039144	8.131589040786	8.117285367586	8.8902601435006
AT1G02270		264123_at	7.45357424864175	8.18173667917423	8.09850882692447	7.42782100018309	8.36154528594662	7.68711016687094	7.52713561292124	7.62180451920541	7.11545394490952
AT1G02280	TOC33	264121_at	7.64070329693066	8.80898223286931	9.25980092677974	9.78645605086839	9.23233739091171	8.8202867108131	9.87377245289559	9.76312392947362	8.65372595391738
AT1G02300	CATHB1	259441_at	9.82198777629314	9.44029779271721	9.29585670401664	8.39475209277508	9.29308118122482	9.03524805407494	8.26085957641684	8.43951719283036	9.45674858616461
AT1G02305	CATHB2	259416_at	10.1873205402622	10.8850002103759	10.8707678527321	10.7276118830475	10.5044793787504	9.89622652128569	10.6841028554408	10.9086611984541	9.85012962444947
AT1G02310	MAN1	259442_at	4.49456034133747	4.54946993861927	4.87329838555947	4.54946993861927	4.52310895670206	4.31081550716366	4.63035158154127	4.54946993861927	4.64063837247078
AT1G02330	CSU2	259415_at	8.8002796971968	7.68366946384952	7.43793302473711	7.3781331999859	7.68236178706033	8.36909169058339	7.61850090397567	7.62899534901893	8.74973283611399
AT1G02340	HFR1	259417_at	7.21553221463166	6.82713450555132	6.28741740436013	5.26766926187299	7.6644587351089	5.038035875773	5.24962570702327	5.69125356137676	9.40694290952559
AT1G02360		259443_at	4.80731326812301	5.7464723787986	5.36696119858502	5.61343314590187	5.3964058643382	5.44576490712269	5.77191828658942	6.07274324153369	4.66354332022345
AT1G02370		259444_at	6.6330114873955	6.97748832948776	6.94279359958921	5.93013194327925	7.19718869581893	6.0377932072764	6.17979730804647	6.12690526634558	6.38783910425229
AT1G02390	GPAT2	259418_at	5.30019863718463	5.7622368226415	5.08740649235188	5.24815407847516	5.34665263294945	6.35209800124155	5.25497226220105	6.38878194046694	4.77964188292467
AT1G02400	GA2OX6	259445_at	6.67714916497	8.2329459546799	5.02397845130408	5.10471914331064	7.53976539523945	4.97617049191239	4.92944014345783	5.62145795969296	6.66645991218067
AT1G02410	COX11	259446_at	8.32461332339774	7.79221593650785	7.8113038551618	8.25907260852899	7.78408412965845	8.88283378336425	8.25907260852899	8.25907260852899	8.51257391100619
AT1G02420		259414_at	5.78858594269759	5.87079310070768	6.1707068642137	5.83423247670116	5.95746468842576	5.54642781918235	5.59658492009787	5.79136129948119	6.09592694316675
AT1G02450	NIMIN-1	260904_at	6.66169512956326	6.69892446649747	4.31213212785453	4.42486858603241	4.97707638433418	9.61099068233904	5.53278642974056	4.62020175884168	4.61803819595713
AT1G02460		260903_at	8.19287938452768	7.28066976646118	7.14326769448339	5.77122761024865	7.38345026390019	5.95296374593617	5.72250663375574	5.7939034230104	7.05724591140706
AT1G02470		260933_at	5.47918656289337	6.24793209522793	5.59324904940688	5.15485027638174	5.73857016491851	5.54369233910361	5.38352703766592	5.23777105548375	5.88886947784808
AT1G02475		260916_at	8.86031534210846	10.2065323659444	10.0770792283561	9.83767656925311	9.9643607648503	8.78819955737477	9.91875344983344	10.0330666488461	8.34718852605179
AT1G02490		260911_at	3.90625372627473	3.69700507155537	3.9518112565202	3.88355960915108	3.90868843065459	3.84198382233229	3.95410281550611	4.01186776989435	3.97856553464426
AT1G02500	SAM1	260913_at	10.2712966128566	11.6644511807063	11.4361104302852	11.7510163584593	11.6638487016542	10.2726502839673	11.7469976367054	11.7173989486654	10.1235024978531
AT1G02540		260906_at	3.97944920072114	3.91454776140799	3.97522951759098	4.19900008345735	3.87890658042206	3.95423885147228	3.81032746763146	3.8069640919206	3.9814530522661
AT1G02550		260931_at	4.72947058070461	4.80913398107528	4.7941803671746	4.92402484799574	4.54289112814639	4.69626702486301	4.65423690913601	4.82885515401336	4.83718730938172
AT1G02560	CLPP5	260912_at	11.5663480394288	11.9787297290287	11.9478548713849	11.9496008824428	11.9478548713849	11.53830795956	11.9204720797466	11.9478548713849	11.6398213371667
AT1G02575		260907_at	4.52482384982558	4.69264164038892	4.72376708998985	4.72692582765955	4.42417420799214	4.6795997154348	4.57090933195162	4.26233991525659	4.75975980795002
AT1G02580	MEA	260908_at	5.32443168282075	5.37386162863916	5.5335923668961	5.37386162863916	5.27849523279282	5.66642950595381	5.37386162863916	5.39997132081692	5.3935682160294
AT1G02620		260930_at	6.31337400134274	6.50708284528907	6.51462943111807	7.24109063621213	6.29294312407276	5.7796416701822	6.86117267786926	6.76365319392818	6.48667673864067
AT1G02640	BXL2	260914_at	7.09696135142358	7.4142584792065	7.65583497171704	8.11114596850092	7.63335153910811	6.64512329005952	7.70527846554579	7.89236433534593	8.59617702076407
AT1G02660	PLIP2	260915_at	8.32150580912696	7.27197744152681	7.4856033240646	7.40087545591894	7.35809148392682	7.58614792839062	7.20029393121348	7.52849368420436	8.65990740102454
AT1G02670		260909_at	5.41818222396638	4.86193384921238	5.45205578427013	5.28125703730304	5.00659677772554	5.25881034571241	5.20711455628651	5.03083676188463	5.46594007844539
AT1G02680	TAF13	260929_at	6.98392432193568	7.4142584792065	7.0952885822074	7.0952885822074	7.33296182577455	6.44767621235187	7.16711683144783	7.15103945285523	6.78672698690677
AT1G02690	IMPA-6	260910_at	6.62803412700011	6.07446433510399	6.11043169923993	6.02383090671792	6.25586586371889	6.21255391320517	6.53516327775181	6.09858523296111	6.12563816525394
AT1G02700		260917_at	4.00959074334546	4.04171402117163	3.98751392462618	4.18264246730938	4.04592166411985	3.91978875981646	4.26097219693583	4.05512745001281	4.2299597526078
AT1G02710		260905_at	5.4886923932128	5.58210838262504	5.5885761500662	5.69755853515959	5.58210838262504	5.50741080219957	5.58210838262504	5.58210838262504	5.65636198226844
AT1G02720	GATL5	260928_at	6.51298976782903	6.14059722173255	6.37214330724849	6.77487834365881	6.26655986084175	7.00987463710552	6.47924802867606	6.46587939293926	7.1325810769072
AT1G02730	CSLD5	262109_at	5.56074430327372	5.4430291675222	5.95110655293593	6.8284467754253	6.0076804428949	7.64426798877806	7.718627568338	6.72809164701462	6.47301536754689
AT1G02740	MRG2	262108_at	7.49302867198253	7.13479796875582	7.00203694605239	6.78313032077886	7.02873757671841	7.49105446778631	6.76719127708587	7.01554452411016	7.69502251163774
AT1G02750	DI19-2	262107_at	6.85866984775413	7.20850285816222	7.14156371847796	7.55643838594453	7.10707862267534	6.98978604954314	7.47169385919353	7.5169091318911	6.78246737960348
AT1G02780	RPL19A	262117_at	10.3438874148253	12.0310663065243	11.937269904218	11.9859191764829	11.9801276800549	11.2039894350154	12.2268853404999	12.0653151252531	10.9551781504408
AT1G02790	PGA3	262122_at	6.89405832752658	4.371068365791	8.11763152441433	3.5108397083915	6.14347054556429	3.82713240949984	4.12846166383077	3.67149076963392	3.96604835115083
AT1G02800	CEL2	262121_at	4.8641122327595	4.83180958507715	5.02535730255493	5.1752749061795	4.88939454730951	5.1812816836799	6.16050128790381	4.99183231777976	4.86029149086439
AT1G02810	PME7	262105_at	3.98550215847929	4.04645155002704	4.11635831738526	4.2945944335897	4.13930754362948	4.46860538983877	4.12126223045628	3.85317461636345	3.99684040867804
AT1G02813		262115_at	4.05890518707384	3.59332740311852	3.99431585016967	3.99431585016967	3.99431585016967	3.86070590827124	4.16173096722863	3.99431585016967	3.99431585016967
AT1G02816		262116_at	7.84117678671225	8.22876749027035	8.84930796271538	8.78093782972741	8.58266632071762	7.77135577212253	8.43526378425274	9.01669042076568	7.49884383080838
AT1G02820	LEA2	262113_at	5.43159115440493	5.82982420255218	5.65878050000514	5.22483556035787	5.67162493936841	5.16569801608217	5.52079476242877	5.01255382720477	5.52079476242877
AT1G02830	RPL22A	262132_at	3.93945017616314	4.00057734114851	3.91106311004682	3.86014760288703	3.79026377228623	3.93945017616314	3.96891132965221	3.90797072791972	4.24235299557456
AT1G02840	SR34	262110_at	9.2934659833349	9.53035434050122	9.50102381878459	9.87003594350814	9.50111158657776	9.45300685419486	9.716633097276	9.80279825958321	9.62063639819188
AT1G02850	BGLU11	262118_at	8.37281598149148	7.77564029288446	7.29514674381345	8.86473109813324	7.2829562140519	8.31451946321537	8.893194402391	8.77484946283485	7.96116462743551
AT1G02860	BAH1	262114_at	7.9821861670191	7.8775831865273	7.52017310852964	7.51791616143237	7.76628059577459	6.7150668168185	7.18168226248063	7.55237099420604	8.20607582627034
AT1G02870		262112_at	6.64172109524972	8.57293743546644	8.47873338751056	8.42074181814754	8.55864346296315	6.34968739511704	8.58251624221299	8.30907518786303	6.86831338777774
AT1G02890		262130_at	9.57443846594085	8.72146615187715	8.53591024960132	8.46771880595088	8.92080206082805	8.87190523249166	8.47513467187531	8.56131983785679	9.55079722600146
AT1G02900	RALF1	262131_at	5.50522067831237	5.89559926096454	5.50522067831237	5.50522067831237	6.05314548075616	5.32373201017013	5.50522067831237	5.06777431475346	5.39078686721432
AT1G02910	LPA1	262104_at	8.61232404705474	8.72487099084933	8.78240511575777	8.78240511575777	8.80974051753872	8.7856257947543	8.69967238620647	8.90417488630392	8.48452076844623
AT1G02940	ATGSTF5	262103_at	3.5945168559752	3.84039760495032	3.65393363783945	3.98783888214476	3.81942660678975	3.81942660678975	3.82722522233015	3.70750119476862	3.81942660678975
